cliente_id,customer_id_original,nome,estado,perfil_risco,origem_dado,renda_mensal,saldo_atual,churn_real,prob_churn,predicao_churn,risco,recomendacao
C001588,15789548,Giordano,Franca,Conservador,public_kaggle_churn_modelling,10560.53,0.0,0,0.1415,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001113,15714750,Northey,Franca,Moderado,public_kaggle_churn_modelling,5900.88,92578.14,0,0.1414,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006997,15614962,Pavlova,Espanha,Moderado,public_kaggle_churn_modelling,8698.51,87116.71,0,0.1414,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003588,15599410,Stanley,Franca,Conservador,public_kaggle_churn_modelling,14018.31,0.0,0,0.1414,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005333,15782641,Brown,Espanha,Moderado,public_kaggle_churn_modelling,15668.54,119670.18,0,0.1413,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003714,15657937,Lord,Alemanha,Moderado,public_kaggle_churn_modelling,12935.96,112949.71,0,0.1413,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008942,15810660,Boyle,Alemanha,Arrojado,public_kaggle_churn_modelling,9450.6,120875.23,0,0.1413,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008198,15741180,Eddy,Franca,Moderado,public_kaggle_churn_modelling,3777.1,102141.9,0,0.1412,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006724,15766810,Onyemauchechi,Alemanha,Arrojado,public_kaggle_churn_modelling,7612.17,92246.14,0,0.1412,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007603,15791769,Gardener,Franca,Moderado,public_kaggle_churn_modelling,4332.33,116536.43,0,0.1412,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004602,15571666,Shaw,Alemanha,Moderado,public_kaggle_churn_modelling,3604.21,134497.27,0,0.1412,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005678,15763414,Degtyarev,Alemanha,Moderado,public_kaggle_churn_modelling,6840.36,113447.01,0,0.1411,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001967,15638463,Okwudilichukwu,Alemanha,Arrojado,public_kaggle_churn_modelling,13631.81,139480.18,0,0.141,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006238,15778897,Cartwright,Franca,Conservador,public_kaggle_churn_modelling,11105.65,0.0,0,0.141,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009153,15611315,Ts'ao,Alemanha,Moderado,public_kaggle_churn_modelling,8641.46,71433.08,0,0.141,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005525,15654975,Wu,Franca,Arrojado,public_kaggle_churn_modelling,13342.55,123835.52,0,0.141,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004457,15724428,Abel,Franca,Conservador,public_kaggle_churn_modelling,5131.77,0.0,0,0.1409,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004056,15767129,Munz,Franca,Moderado,public_kaggle_churn_modelling,11913.61,121730.49,0,0.1409,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005794,15784890,McKenzie,Espanha,Conservador,public_kaggle_churn_modelling,1393.79,0.0,0,0.1409,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004095,15760880,Edman,Franca,Conservador,public_kaggle_churn_modelling,2126.23,0.0,0,0.1408,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004784,15729224,Jennings,Franca,Conservador,public_kaggle_churn_modelling,9616.94,0.0,0,0.1408,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001516,15602497,Honore,Espanha,Arrojado,public_kaggle_churn_modelling,1730.82,133214.13,0,0.1407,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006200,15750755,Yobachi,Espanha,Conservador,public_kaggle_churn_modelling,13066.07,0.0,0,0.1407,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003607,15616922,Kelly,Franca,Conservador,public_kaggle_churn_modelling,1593.08,0.0,0,0.1406,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004727,15721740,Pai,Alemanha,Moderado,public_kaggle_churn_modelling,16328.1,88302.65,0,0.1406,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001536,15614818,Trevisani,Espanha,Arrojado,public_kaggle_churn_modelling,9915.21,168964.77,0,0.1406,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001144,15605965,Henderson,Franca,Conservador,public_kaggle_churn_modelling,2861.5,0.0,0,0.1406,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000936,15675316,Avdeeva,Franca,Conservador,public_kaggle_churn_modelling,9705.61,0.0,0,0.1406,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007008,15663942,Hsiung,Franca,Conservador,public_kaggle_churn_modelling,7809.7,0.0,0,0.1405,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007348,15811742,Jen,Espanha,Conservador,public_kaggle_churn_modelling,1000.0,0.0,0,0.1405,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008492,15699257,Kerr,Espanha,Moderado,public_kaggle_churn_modelling,3634.34,143145.87,0,0.1405,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006284,15591135,Forster,Franca,Moderado,public_kaggle_churn_modelling,2895.33,132057.92,0,0.1404,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000284,15699389,Ch'ien,Franca,Arrojado,public_kaggle_churn_modelling,2157.14,118274.71,0,0.1403,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007077,15766906,Salier,Franca,Moderado,public_kaggle_churn_modelling,10827.79,132116.13,0,0.1403,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001795,15606841,Ibbott,Franca,Conservador,public_kaggle_churn_modelling,13050.31,0.0,0,0.1402,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001454,15714227,Kelly,Franca,Moderado,public_kaggle_churn_modelling,11409.18,0.0,0,0.1402,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005217,15671104,Aksakova,Espanha,Moderado,public_kaggle_churn_modelling,8730.83,172196.23,0,0.1402,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003974,15669281,Ch'iu,Espanha,Moderado,public_kaggle_churn_modelling,9566.12,128718.78,0,0.1402,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008445,15793641,Evseyev,Franca,Moderado,public_kaggle_churn_modelling,14353.36,0.0,0,0.1401,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005296,15801788,McDonald,Alemanha,Moderado,public_kaggle_churn_modelling,14253.14,185544.36,0,0.1401,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006907,15627514,Short,Espanha,Moderado,public_kaggle_churn_modelling,8741.89,0.0,0,0.1401,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005328,15641490,Windsor,Alemanha,Moderado,public_kaggle_churn_modelling,7319.52,69385.17,0,0.14,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001545,15618926,Nwachukwu,Espanha,Conservador,public_kaggle_churn_modelling,3016.9,0.0,0,0.14,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006424,15600720,Moore,Espanha,Moderado,public_kaggle_churn_modelling,15742.12,115144.68,0,0.14,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005591,15681439,Tsou,Alemanha,Moderado,public_kaggle_churn_modelling,1172.76,60205.2,0,0.14,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006771,15815295,John,Franca,Moderado,public_kaggle_churn_modelling,10021.62,96479.81,0,0.1399,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004646,15782144,Gilroy,Franca,Conservador,public_kaggle_churn_modelling,1000.0,0.0,0,0.1398,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005729,15680197,Thynne,Franca,Moderado,public_kaggle_churn_modelling,12188.15,0.0,0,0.1398,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003523,15645045,Rudduck,Franca,Moderado,public_kaggle_churn_modelling,11067.43,0.0,0,0.1398,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002413,15670914,Robe,Franca,Conservador,public_kaggle_churn_modelling,15058.19,0.0,0,0.1397,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003501,15675675,Slate,Franca,Moderado,public_kaggle_churn_modelling,10165.23,106290.64,0,0.1397,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000122,15580203,Kennedy,Espanha,Moderado,public_kaggle_churn_modelling,8344.25,120193.42,0,0.1397,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001512,15701765,Vincent,Espanha,Conservador,public_kaggle_churn_modelling,2509.53,0.0,0,0.1397,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005288,15803078,Bruno,Espanha,Conservador,public_kaggle_churn_modelling,7550.42,0.0,0,0.1397,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004101,15693322,Shaver,Alemanha,Moderado,public_kaggle_churn_modelling,1000.0,146748.07,0,0.1396,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003623,15720338,Mazzanti,Espanha,Moderado,public_kaggle_churn_modelling,10743.2,85845.43,0,0.1394,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006426,15566894,Gray,Franca,Moderado,public_kaggle_churn_modelling,6999.82,137817.52,0,0.1394,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007121,15603683,Ofodile,Espanha,Moderado,public_kaggle_churn_modelling,10453.82,146584.19,0,0.1394,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003705,15753213,Lees,Franca,Conservador,public_kaggle_churn_modelling,16085.12,0.0,0,0.1393,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005373,15688973,Vinogradova,Espanha,Conservador,public_kaggle_churn_modelling,6925.29,0.0,0,0.1393,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009298,15699797,Santana,Franca,Moderado,public_kaggle_churn_modelling,2660.71,174356.13,0,0.1393,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006262,15595162,Cattaneo,Espanha,Moderado,public_kaggle_churn_modelling,16583.82,122570.69,0,0.1392,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001961,15623647,Dellucci,Espanha,Moderado,public_kaggle_churn_modelling,7167.83,135515.76,0,0.1392,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006070,15810775,Tsao,Espanha,Moderado,public_kaggle_churn_modelling,1387.01,100549.43,0,0.1392,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002338,15660688,King,Espanha,Conservador,public_kaggle_churn_modelling,14249.74,0.0,0,0.1392,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005869,15663817,Y?an,Franca,Moderado,public_kaggle_churn_modelling,4641.8,0.0,0,0.1392,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008609,15649060,Chien,Alemanha,Moderado,public_kaggle_churn_modelling,5017.71,82729.47,0,0.1391,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009591,15594786,Ts'ai,Alemanha,Arrojado,public_kaggle_churn_modelling,10089.44,111565.91,0,0.1391,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000327,15601848,Scott,Franca,Conservador,public_kaggle_churn_modelling,8623.39,0.0,0,0.1391,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000634,15724282,Tsao,Alemanha,Moderado,public_kaggle_churn_modelling,1010.07,164113.04,0,0.139,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003777,15652218,Morrison,Franca,Moderado,public_kaggle_churn_modelling,5944.45,152302.72,0,0.139,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003027,15722758,Allan,Franca,Conservador,public_kaggle_churn_modelling,12179.75,0.0,0,0.139,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005329,15680234,Bray,Alemanha,Moderado,public_kaggle_churn_modelling,13859.81,138032.15,0,0.1389,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009499,15701932,Millar,Franca,Moderado,public_kaggle_churn_modelling,5607.41,140900.97,0,0.1389,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009250,15795747,Sheppard,Espanha,Arrojado,public_kaggle_churn_modelling,8399.28,171646.76,0,0.1389,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002907,15600575,Padovano,Espanha,Conservador,public_kaggle_churn_modelling,3943.5,0.0,0,0.1388,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008463,15778481,Chigbogu,Franca,Arrojado,public_kaggle_churn_modelling,10068.3,118962.58,0,0.1387,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000788,15694366,Hou,Alemanha,Arrojado,public_kaggle_churn_modelling,3930.55,177640.09,0,0.1386,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002229,15610594,Moss,Franca,Conservador,public_kaggle_churn_modelling,1747.41,0.0,0,0.1386,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006161,15706128,Zhdanov,Franca,Conservador,public_kaggle_churn_modelling,7000.72,0.0,0,0.1385,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004311,15657881,Onyemere,Franca,Arrojado,public_kaggle_churn_modelling,14160.08,136712.91,0,0.1385,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000233,15787174,Sergeyev,Franca,Conservador,public_kaggle_churn_modelling,13008.75,0.0,0,0.1384,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008181,15643378,Muir,Franca,Arrojado,public_kaggle_churn_modelling,6918.58,112419.92,0,0.1383,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008110,15640133,Pai,Franca,Conservador,public_kaggle_churn_modelling,15462.97,0.0,0,0.1382,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000708,15773809,Campbell,Franca,Conservador,public_kaggle_churn_modelling,1000.0,0.0,0,0.1382,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005180,15620000,Chambers,Alemanha,Arrojado,public_kaggle_churn_modelling,4943.77,121303.77,0,0.1381,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009944,15659495,Fu,Espanha,Moderado,public_kaggle_churn_modelling,1000.0,0.0,0,0.1381,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000121,15682472,Culbreth,Franca,Moderado,public_kaggle_churn_modelling,3177.65,129433.34,0,0.138,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007622,15604963,Fraser,Franca,Conservador,public_kaggle_churn_modelling,15121.79,0.0,0,0.138,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009520,15782121,Leonard,Franca,Conservador,public_kaggle_churn_modelling,1212.23,0.0,0,0.138,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006712,15727499,Boyle,Alemanha,Moderado,public_kaggle_churn_modelling,11619.59,129118.5,0,0.1379,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001312,15750497,Longo,Franca,Arrojado,public_kaggle_churn_modelling,12686.28,153147.75,0,0.1379,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007708,15655859,Munro,Espanha,Moderado,public_kaggle_churn_modelling,7059.22,120046.74,0,0.1379,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009041,15653952,T'an,Alemanha,Moderado,public_kaggle_churn_modelling,2743.28,135157.05,0,0.1378,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006167,15567431,Kodilinyechukwu,Franca,Arrojado,public_kaggle_churn_modelling,15514.4,145578.28,0,0.1378,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008088,15619340,Obijiaku,Espanha,Conservador,public_kaggle_churn_modelling,3441.94,0.0,0,0.1378,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003279,15683758,Onyekachukwu,Franca,Moderado,public_kaggle_churn_modelling,5600.23,111833.47,0,0.1377,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007777,15685243,Jamieson,Franca,Moderado,public_kaggle_churn_modelling,1000.0,0.0,0,0.1376,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003517,15787151,Liao,Franca,Conservador,public_kaggle_churn_modelling,16580.81,0.0,0,0.1376,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009829,15574523,Cheng,Franca,Conservador,public_kaggle_churn_modelling,5734.52,0.0,0,0.1376,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002022,15795519,Vasiliev,Alemanha,Moderado,public_kaggle_churn_modelling,16443.51,128743.8,0,0.1375,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001537,15794014,Schofield,Franca,Conservador,public_kaggle_churn_modelling,2289.34,0.0,0,0.1374,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005460,15617507,Wilson,Espanha,Conservador,public_kaggle_churn_modelling,6718.26,0.0,0,0.1374,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005775,15618245,Chukwumaobim,Alemanha,Moderado,public_kaggle_churn_modelling,4536.63,117020.08,0,0.1373,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009644,15709354,Tudawali,Franca,Conservador,public_kaggle_churn_modelling,9424.12,0.0,0,0.1373,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006950,15704681,Yeh,Alemanha,Arrojado,public_kaggle_churn_modelling,12308.4,99660.13,0,0.1372,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008103,15758252,Toscano,Alemanha,Moderado,public_kaggle_churn_modelling,9643.26,168085.38,0,0.1371,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001562,15766374,Leak,Alemanha,Moderado,public_kaggle_churn_modelling,16331.57,119624.6,0,0.1371,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006457,15755978,Tseng,Franca,Conservador,public_kaggle_churn_modelling,16267.45,0.0,0,0.1371,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002791,15595883,Nkemdirim,Alemanha,Moderado,public_kaggle_churn_modelling,1345.86,127278.31,0,0.1371,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006638,15668767,Kenenna,Franca,Conservador,public_kaggle_churn_modelling,16252.76,0.0,0,0.137,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001518,15812071,Endrizzi,Franca,Arrojado,public_kaggle_churn_modelling,11672.4,93806.31,0,0.1369,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003079,15685576,Degtyaryov,Espanha,Conservador,public_kaggle_churn_modelling,8523.36,0.0,0,0.1368,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006543,15785831,Sinclair,Franca,Moderado,public_kaggle_churn_modelling,4669.07,183027.25,0,0.1367,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007815,15598338,Mays,Alemanha,Moderado,public_kaggle_churn_modelling,7522.51,168560.46,0,0.1367,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006470,15775042,Ku,Franca,Conservador,public_kaggle_churn_modelling,16373.02,0.0,0,0.1367,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003404,15611800,Loggia,Franca,Moderado,public_kaggle_churn_modelling,12617.62,125163.62,0,0.1366,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006687,15641285,Yusupova,Espanha,Moderado,public_kaggle_churn_modelling,10920.7,163085.79,0,0.1365,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009813,15711572,O'Kane,Alemanha,Moderado,public_kaggle_churn_modelling,13623.73,110941.93,0,0.1365,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003528,15650545,Tomlinson,Franca,Arrojado,public_kaggle_churn_modelling,11588.83,71996.09,0,0.1364,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005585,15768270,DeRose,Espanha,Conservador,public_kaggle_churn_modelling,9366.33,0.0,0,0.1364,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008418,15689288,Folliero,Franca,Conservador,public_kaggle_churn_modelling,15217.7,0.0,0,0.1363,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000968,15720893,Gilbert,Espanha,Conservador,public_kaggle_churn_modelling,2171.42,0.0,0,0.1363,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007014,15599440,McGregor,Franca,Conservador,public_kaggle_churn_modelling,4465.34,0.0,0,0.1363,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003041,15617134,Iqbal,Franca,Conservador,public_kaggle_churn_modelling,15806.56,0.0,0,0.1363,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001445,15703019,Okeke,Franca,Conservador,public_kaggle_churn_modelling,9466.47,0.0,0,0.1362,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005894,15641004,Doyne,Espanha,Moderado,public_kaggle_churn_modelling,11123.86,150315.92,0,0.1362,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003597,15707199,Cooper,Franca,Moderado,public_kaggle_churn_modelling,4652.97,148159.71,0,0.1362,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004245,15684908,Davidson,Alemanha,Moderado,public_kaggle_churn_modelling,7951.75,91869.69,0,0.1361,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000232,15627000,Freeman,Franca,Conservador,public_kaggle_churn_modelling,5186.05,0.0,0,0.1361,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004764,15696564,Nweke,Franca,Arrojado,public_kaggle_churn_modelling,11474.52,145974.79,0,0.1359,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006397,15602812,Holmes,Alemanha,Arrojado,public_kaggle_churn_modelling,4155.42,133776.86,0,0.1359,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007346,15567834,Nieves,Franca,Arrojado,public_kaggle_churn_modelling,1353.88,105918.1,0,0.1359,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008386,15649297,T'ang,Franca,Moderado,public_kaggle_churn_modelling,10471.75,111065.93,0,0.1358,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001767,15645543,Bell,Franca,Conservador,public_kaggle_churn_modelling,3729.69,0.0,0,0.1358,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006956,15697042,Genovesi,Espanha,Moderado,public_kaggle_churn_modelling,1340.14,127290.61,0,0.1357,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000130,15591607,Fernie,Franca,Moderado,public_kaggle_churn_modelling,13938.03,101827.07,0,0.1357,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000456,15733797,Sal,Franca,Conservador,public_kaggle_churn_modelling,13687.78,0.0,0,0.1356,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002687,15618765,Ponomaryov,Alemanha,Moderado,public_kaggle_churn_modelling,8111.55,99948.45,0,0.1356,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007576,15687634,Glover,Alemanha,Moderado,public_kaggle_churn_modelling,2224.28,94754.0,0,0.1355,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002641,15622117,Fries,Espanha,Conservador,public_kaggle_churn_modelling,12653.63,0.0,0,0.1355,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007539,15728082,Vasiliev,Espanha,Conservador,public_kaggle_churn_modelling,1222.11,0.0,0,0.1355,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006859,15771569,Bage,Alemanha,Moderado,public_kaggle_churn_modelling,2787.51,137367.94,0,0.1354,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004246,15569446,Tu,Franca,Moderado,public_kaggle_churn_modelling,15665.49,122338.43,0,0.1354,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002930,15729054,Korovina,Alemanha,Arrojado,public_kaggle_churn_modelling,6651.06,96106.83,0,0.1353,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002871,15651093,Chien,Franca,Moderado,public_kaggle_churn_modelling,4534.12,0.0,0,0.1353,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003827,15751774,Monnier,Franca,Arrojado,public_kaggle_churn_modelling,11927.76,112510.89,0,0.1352,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008908,15710671,Gordon,Franca,Moderado,public_kaggle_churn_modelling,15306.84,137361.96,0,0.1352,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003908,15658890,Belonwu,Alemanha,Moderado,public_kaggle_churn_modelling,7182.53,98899.76,0,0.1351,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003170,15688172,Tai,Espanha,Conservador,public_kaggle_churn_modelling,7412.3,0.0,0,0.1351,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005084,15660679,Chimaobim,Espanha,Moderado,public_kaggle_churn_modelling,9865.26,149571.94,0,0.135,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004743,15762134,Liang,Alemanha,Moderado,public_kaggle_churn_modelling,14223.31,119152.1,0,0.135,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007971,15577398,Ch'eng,Franca,Arrojado,public_kaggle_churn_modelling,15734.1,86449.39,0,0.1349,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002897,15606836,Lombardo,Franca,Arrojado,public_kaggle_churn_modelling,8488.87,94493.03,0,0.1349,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003465,15689031,Murphy,Espanha,Moderado,public_kaggle_churn_modelling,2954.21,168066.87,0,0.1348,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001031,15681174,Zuev,Franca,Moderado,public_kaggle_churn_modelling,12139.97,116537.6,0,0.1348,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000794,15769504,Munro,Alemanha,Arrojado,public_kaggle_churn_modelling,9045.27,131736.88,0,0.1346,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003309,15733014,Nolan,Franca,Arrojado,public_kaggle_churn_modelling,11704.51,64667.95,0,0.1346,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
