cliente_id,customer_id_original,nome,idade,genero,cidade,estado,renda_mensal,saldo_atual,score_credito,tempo_relacionamento,produtos_ativos,tem_cartao_credito,membro_ativo,perfil_risco,data_cadastro,churn_flag,origem_dado
C004387,15621520,Tang,42,Feminino,Berlim,Alemanha,1000.0,139707.28,783,2,1,1,0,Moderado,2023-04-25,0,public_kaggle_churn_modelling
C004388,15665460,Isayeva,67,Feminino,Madrid,Espanha,14815.25,0.0,732,1,2,1,1,Moderado,2024-04-23,0,public_kaggle_churn_modelling
C004389,15801152,Hill,39,Feminino,Madrid,Espanha,3696.95,142876.98,553,1,2,1,0,Conservador,2024-04-22,0,public_kaggle_churn_modelling
C004390,15756425,Barnes,30,Masculino,Paris,Franca,8070.66,146301.31,660,7,1,0,0,Moderado,2018-04-23,0,public_kaggle_churn_modelling
C004391,15674328,Moreno,40,Feminino,Paris,Franca,12381.62,47364.45,670,3,1,1,1,Moderado,2022-04-21,1,public_kaggle_churn_modelling
C004392,15742404,McGregor,38,Masculino,Paris,Franca,3192.36,0.0,718,7,2,1,0,Conservador,2018-04-21,0,public_kaggle_churn_modelling
C004393,15757140,Genovese,51,Masculino,Paris,Franca,11878.19,58137.08,787,0,1,0,1,Arrojado,2025-04-18,0,public_kaggle_churn_modelling
C004394,15570051,Gill,38,Feminino,Berlim,Alemanha,12760.21,179886.41,775,6,2,0,0,Moderado,2019-04-19,0,public_kaggle_churn_modelling
C004395,15669175,Ts'ai,24,Masculino,Berlim,Alemanha,14125.49,107637.97,479,6,2,0,1,Moderado,2019-04-18,0,public_kaggle_churn_modelling
C004396,15790324,Green,20,Feminino,Paris,Franca,4827.49,167685.56,660,6,1,1,0,Moderado,2019-04-17,0,public_kaggle_churn_modelling
C004397,15691119,Martin,68,Masculino,Berlim,Alemanha,14616.6,136525.99,721,4,1,0,0,Moderado,2021-04-15,0,public_kaggle_churn_modelling
C004398,15743478,Johnson,39,Masculino,Berlim,Alemanha,8997.03,52106.33,659,8,2,1,1,Arrojado,2017-04-15,0,public_kaggle_churn_modelling
C004399,15707007,Onio,39,Feminino,Paris,Franca,7855.29,0.0,743,8,1,1,0,Conservador,2017-04-14,0,public_kaggle_churn_modelling
C004400,15572547,Vaguine,45,Feminino,Paris,Franca,12993.48,104930.38,670,9,1,1,0,Conservador,2016-04-13,1,public_kaggle_churn_modelling
C004401,15567063,Manna,34,Feminino,Berlim,Alemanha,11499.64,106434.94,766,6,1,0,1,Arrojado,2019-04-12,1,public_kaggle_churn_modelling
C004402,15689633,Toomey,38,Feminino,Madrid,Espanha,14969.32,112803.92,845,2,1,1,0,Moderado,2023-04-10,0,public_kaggle_churn_modelling
C004403,15720637,Bell,46,Feminino,Berlim,Alemanha,13882.25,120530.34,710,10,1,1,0,Conservador,2015-04-11,1,public_kaggle_churn_modelling
C004404,15616859,Bonwick,43,Feminino,Berlim,Alemanha,9593.03,113641.49,602,2,4,1,0,Conservador,2023-04-08,1,public_kaggle_churn_modelling
C004405,15766166,Folliero,43,Masculino,Madrid,Espanha,1990.14,145081.72,604,2,1,1,1,Moderado,2023-04-07,0,public_kaggle_churn_modelling
C004406,15617655,Holt,35,Feminino,Madrid,Espanha,8819.78,0.0,564,9,2,1,1,Conservador,2016-04-07,0,public_kaggle_churn_modelling
C004407,15623450,Brown,27,Feminino,Berlim,Alemanha,8451.5,135842.89,637,7,1,1,1,Moderado,2018-04-06,0,public_kaggle_churn_modelling
C004408,15796612,Ch'ang,31,Feminino,Paris,Franca,15188.83,112203.25,527,1,1,1,0,Conservador,2024-04-03,0,public_kaggle_churn_modelling
C004409,15795963,Fiorentini,34,Masculino,Paris,Franca,2391.51,129895.19,687,7,1,0,1,Arrojado,2018-04-04,0,public_kaggle_churn_modelling
C004410,15781598,Middleton,41,Masculino,Berlim,Alemanha,4201.86,149049.92,756,6,1,0,1,Arrojado,2019-04-03,1,public_kaggle_churn_modelling
C004411,15691871,Millar,42,Masculino,Berlim,Alemanha,12611.41,153279.39,503,9,1,1,1,Moderado,2016-04-02,0,public_kaggle_churn_modelling
C004412,15740345,Osborne,42,Masculino,Madrid,Espanha,9414.97,41473.33,657,5,1,1,0,Conservador,2020-03-31,1,public_kaggle_churn_modelling
C004413,15662626,Feng,40,Feminino,Paris,Franca,3030.94,0.0,666,2,2,0,0,Conservador,2023-03-30,0,public_kaggle_churn_modelling
C004414,15596575,Vale,39,Masculino,Berlim,Alemanha,4347.19,113193.51,615,5,2,1,1,Moderado,2020-03-29,0,public_kaggle_churn_modelling
C004415,15657321,Arkwookerum,27,Masculino,Berlim,Alemanha,12271.8,113174.21,712,8,2,1,0,Moderado,2017-03-29,0,public_kaggle_churn_modelling
C004416,15575955,Lujan,24,Feminino,Paris,Franca,7393.71,0.0,764,0,2,1,0,Conservador,2025-03-26,0,public_kaggle_churn_modelling
C004417,15743893,Alexeyeva,42,Masculino,Paris,Franca,15877.65,164951.56,471,3,1,1,0,Conservador,2022-03-26,0,public_kaggle_churn_modelling
C004418,15697270,Gannon,27,Masculino,Madrid,Espanha,16662.78,153325.1,608,4,1,1,1,Moderado,2021-03-25,0,public_kaggle_churn_modelling
C004419,15644356,Prokhorova,47,Feminino,Madrid,Espanha,12024.25,134032.01,682,10,1,1,0,Moderado,2015-03-26,0,public_kaggle_churn_modelling
C004420,15677586,Romero,32,Feminino,Berlim,Alemanha,10876.23,125445.04,587,3,2,1,1,Moderado,2022-03-23,0,public_kaggle_churn_modelling
C004421,15571261,Toscani,35,Feminino,Berlim,Alemanha,4496.19,126077.43,714,6,2,1,1,Arrojado,2019-03-23,0,public_kaggle_churn_modelling
C004422,15698758,Onwuamaegbu,31,Feminino,Madrid,Espanha,14150.23,0.0,630,1,2,1,1,Conservador,2024-03-20,0,public_kaggle_churn_modelling
C004423,15787014,King,28,Feminino,Berlim,Alemanha,12237.64,90371.09,648,8,1,1,1,Arrojado,2017-03-21,0,public_kaggle_churn_modelling
C004424,15739857,Trentino,40,Feminino,Paris,Franca,8069.4,0.0,785,3,2,1,1,Moderado,2022-03-19,0,public_kaggle_churn_modelling
C004425,15774630,Peacock,47,Feminino,Berlim,Alemanha,4796.08,142802.02,601,1,1,1,1,Moderado,2024-03-17,0,public_kaggle_churn_modelling
C004426,15805523,Nnaife,28,Feminino,Paris,Franca,6233.42,90537.16,717,1,1,0,1,Arrojado,2024-03-16,0,public_kaggle_churn_modelling
C004427,15749557,Chao,44,Feminino,Paris,Franca,16045.18,0.0,707,6,2,1,1,Moderado,2019-03-17,0,public_kaggle_churn_modelling
C004428,15681180,Barese,23,Feminino,Paris,Franca,6082.55,156123.73,771,7,1,1,0,Moderado,2018-03-16,0,public_kaggle_churn_modelling
C004429,15742028,Udegbulam,35,Feminino,Paris,Franca,2587.5,0.0,602,5,2,1,0,Conservador,2020-03-14,0,public_kaggle_churn_modelling
C004430,15686463,Fu,38,Masculino,Paris,Franca,4399.63,141074.59,626,7,1,1,0,Conservador,2018-03-14,1,public_kaggle_churn_modelling
C004431,15654379,Onwuatuegwu,59,Masculino,Madrid,Espanha,2286.28,0.0,588,4,2,1,1,Conservador,2021-03-12,0,public_kaggle_churn_modelling
C004432,15783629,Degtyaryov,42,Feminino,Berlim,Alemanha,12522.23,117899.95,616,6,2,0,0,Conservador,2019-03-12,0,public_kaggle_churn_modelling
C004433,15751193,Nnaemeka,33,Masculino,Madrid,Espanha,3358.27,0.0,621,4,2,1,1,Conservador,2021-03-10,0,public_kaggle_churn_modelling
C004434,15724099,Udinese,26,Masculino,Paris,Franca,12447.45,166257.96,674,6,1,1,1,Arrojado,2019-03-10,0,public_kaggle_churn_modelling
C004435,15568429,Mitchell,46,Feminino,Madrid,Espanha,10020.88,0.0,633,3,2,1,0,Conservador,2022-03-08,0,public_kaggle_churn_modelling
C004436,15648967,Ch'en,64,Feminino,Berlim,Alemanha,7063.36,169362.43,698,1,1,1,0,Conservador,2024-03-06,1,public_kaggle_churn_modelling
C004437,15664498,Golovanov,26,Masculino,Paris,Franca,13035.37,205962.0,508,7,1,1,0,Conservador,2018-03-07,0,public_kaggle_churn_modelling
C004438,15779522,Efimov,24,Feminino,Paris,Franca,9112.98,0.0,736,0,2,1,0,Conservador,2025-03-04,1,public_kaggle_churn_modelling
C004439,15583850,Davidson,68,Masculino,Berlim,Alemanha,15411.4,126061.51,672,0,2,1,1,Arrojado,2025-03-03,0,public_kaggle_churn_modelling
C004440,15696539,Wade,21,Feminino,Paris,Franca,3046.71,105627.95,613,7,1,1,1,Moderado,2018-03-04,0,public_kaggle_churn_modelling
C004441,15760121,Maynard,32,Masculino,Paris,Franca,13807.76,100606.02,712,9,1,1,0,Moderado,2016-03-03,0,public_kaggle_churn_modelling
C004442,15628279,Murphy,38,Feminino,Paris,Franca,13638.9,0.0,624,3,2,1,1,Conservador,2022-03-01,0,public_kaggle_churn_modelling
C004443,15766163,Zotova,38,Masculino,Paris,Franca,2970.4,0.0,676,1,2,0,1,Moderado,2024-02-28,0,public_kaggle_churn_modelling
C004444,15566467,Hannah,32,Feminino,Berlim,Alemanha,15683.63,138171.1,683,0,2,1,1,Arrojado,2025-02-26,0,public_kaggle_churn_modelling
C004445,15639049,Cartagena,31,Feminino,Paris,Franca,1000.0,139395.08,489,7,1,0,1,Moderado,2018-02-27,0,public_kaggle_churn_modelling
C004446,15736413,Hall,29,Masculino,Paris,Franca,13707.06,0.0,739,1,2,1,1,Moderado,2024-02-25,0,public_kaggle_churn_modelling
C004447,15634815,Hunt,37,Feminino,Paris,Franca,13689.02,0.0,701,3,2,1,1,Moderado,2022-02-24,0,public_kaggle_churn_modelling
C004448,15716381,Greece,50,Feminino,Berlim,Alemanha,11678.01,109062.28,666,7,1,1,1,Moderado,2018-02-24,1,public_kaggle_churn_modelling
C004449,15708162,Thomson,40,Feminino,Berlim,Alemanha,10090.36,89994.71,565,1,2,0,1,Moderado,2024-02-22,0,public_kaggle_churn_modelling
C004450,15569364,Victor,36,Masculino,Paris,Franca,2929.71,0.0,666,3,2,1,0,Conservador,2022-02-21,0,public_kaggle_churn_modelling
C004451,15791191,Mitchell,59,Masculino,Paris,Franca,8596.59,103996.74,633,2,1,1,1,Moderado,2023-02-20,0,public_kaggle_churn_modelling
C004452,15621205,Olisaemeka,34,Masculino,Paris,Franca,6238.19,175111.11,578,4,1,1,1,Moderado,2021-02-19,0,public_kaggle_churn_modelling
C004453,15704788,Krawczyk,49,Feminino,Madrid,Espanha,7629.71,66079.45,812,8,2,0,0,Moderado,2017-02-19,1,public_kaggle_churn_modelling
C004454,15775756,Alexandrova,33,Masculino,Berlim,Alemanha,16600.27,148055.74,809,8,1,0,0,Moderado,2017-02-18,0,public_kaggle_churn_modelling
C004455,15641312,Paterson,36,Masculino,Paris,Franca,2250.98,0.0,615,6,1,1,1,Conservador,2019-02-17,1,public_kaggle_churn_modelling
C004456,15782531,Chou,31,Feminino,Madrid,Espanha,15719.75,0.0,684,8,2,1,0,Conservador,2017-02-16,0,public_kaggle_churn_modelling
C004457,15724428,Abel,40,Masculino,Paris,Franca,5131.77,0.0,544,8,2,1,0,Conservador,2017-02-15,0,public_kaggle_churn_modelling
C004458,15743617,Chesnokova,47,Masculino,Berlim,Alemanha,16460.77,95994.98,713,1,1,1,0,Moderado,2024-02-13,0,public_kaggle_churn_modelling
C004459,15585839,Niu,37,Masculino,Paris,Franca,15188.18,0.0,633,2,2,1,0,Conservador,2023-02-12,0,public_kaggle_churn_modelling
C004460,15658158,Sullivan,23,Feminino,Berlim,Alemanha,6731.54,110741.56,672,10,1,1,0,Moderado,2015-02-13,0,public_kaggle_churn_modelling
C004461,15637678,Ma,35,Masculino,Paris,Franca,12949.54,0.0,661,5,1,1,0,Conservador,2020-02-11,0,public_kaggle_churn_modelling
C004462,15701809,Cavill,28,Feminino,Madrid,Espanha,1000.0,0.0,749,3,1,1,0,Conservador,2022-02-09,0,public_kaggle_churn_modelling
C004463,15676937,Nicholls,32,Feminino,Madrid,Espanha,1614.0,0.0,635,8,2,1,1,Conservador,2017-02-09,1,public_kaggle_churn_modelling
C004464,15778975,Nnonso,70,Feminino,Berlim,Alemanha,5190.25,96947.58,850,1,3,1,0,Moderado,2024-02-07,1,public_kaggle_churn_modelling
C004465,15710375,Gibson,41,Masculino,Paris,Franca,5449.73,0.0,641,6,2,1,0,Conservador,2019-02-07,0,public_kaggle_churn_modelling
C004466,15579914,Garcia,30,Masculino,Berlim,Alemanha,11642.73,109786.82,633,2,2,1,1,Moderado,2023-02-05,0,public_kaggle_churn_modelling
C004467,15595160,Renwick,35,Masculino,Madrid,Espanha,5081.07,0.0,413,2,2,1,1,Conservador,2023-02-04,0,public_kaggle_churn_modelling
C004468,15595391,Norris,31,Masculino,Paris,Franca,1000.0,0.0,538,1,2,1,0,Conservador,2024-02-03,0,public_kaggle_churn_modelling
C004469,15630363,Nkemakonam,39,Feminino,Paris,Franca,1849.32,102721.49,437,0,1,0,0,Conservador,2025-02-01,0,public_kaggle_churn_modelling
C004470,15692443,Piccio,33,Masculino,Madrid,Espanha,1000.0,69478.57,612,5,1,1,0,Conservador,2020-02-02,1,public_kaggle_churn_modelling
C004471,15593795,Linton,53,Feminino,Berlim,Alemanha,9875.2,156674.2,516,1,1,1,0,Conservador,2024-01-31,1,public_kaggle_churn_modelling
C004472,15642824,Onyekaozulu,56,Feminino,Madrid,Espanha,13483.57,174506.1,826,8,2,0,1,Arrojado,2017-01-31,1,public_kaggle_churn_modelling
C004473,15683524,Tobenna,23,Feminino,Berlim,Alemanha,7541.23,166070.48,660,6,2,0,0,Moderado,2019-01-30,0,public_kaggle_churn_modelling
C004474,15713532,Wang,29,Feminino,Berlim,Alemanha,1289.24,105957.44,646,4,1,1,0,Moderado,2021-01-28,0,public_kaggle_churn_modelling
C004475,15719827,O'Donnell,36,Masculino,Paris,Franca,5428.94,0.0,767,3,1,0,0,Conservador,2022-01-27,0,public_kaggle_churn_modelling
C004476,15578435,Langlands,40,Masculino,Paris,Franca,13157.22,110340.68,640,8,1,1,1,Arrojado,2017-01-27,0,public_kaggle_churn_modelling
C004477,15723028,Smith,33,Masculino,Paris,Franca,7119.98,0.0,778,1,2,1,0,Conservador,2024-01-25,0,public_kaggle_churn_modelling
C004478,15595609,Sykes,52,Masculino,Berlim,Alemanha,4503.22,135870.01,679,9,2,0,0,Moderado,2016-01-26,0,public_kaggle_churn_modelling
C004479,15622443,Marshall,31,Masculino,Paris,Franca,2140.4,0.0,549,4,2,0,1,Conservador,2021-01-23,0,public_kaggle_churn_modelling
C004480,15579112,Gibson,47,Masculino,Paris,Franca,15509.71,0.0,598,2,2,1,1,Conservador,2023-01-22,0,public_kaggle_churn_modelling
C004481,15648479,Stephenson,45,Feminino,Paris,Franca,13902.56,0.0,655,0,2,1,0,Conservador,2025-01-20,0,public_kaggle_churn_modelling
C004482,15659234,Y?,30,Masculino,Paris,Franca,2323.84,85704.95,494,3,1,0,1,Moderado,2022-01-20,0,public_kaggle_churn_modelling
C004483,15811970,Kang,42,Feminino,Paris,Franca,1000.0,0.0,653,1,2,1,1,Moderado,2024-01-19,0,public_kaggle_churn_modelling
C004484,15774192,Miller,38,Feminino,Berlim,Alemanha,6714.62,105435.74,539,8,1,0,0,Conservador,2017-01-19,1,public_kaggle_churn_modelling
C004485,15595136,Kryukov,37,Feminino,Paris,Franca,5748.96,0.0,645,1,2,1,1,Moderado,2024-01-17,0,public_kaggle_churn_modelling
C004486,15630580,Y?,34,Masculino,Berlim,Alemanha,2258.15,108513.25,751,9,2,1,1,Arrojado,2016-01-18,0,public_kaggle_churn_modelling
C004487,15660646,Fanucci,35,Masculino,Paris,Franca,16610.06,156687.1,528,3,1,1,0,Conservador,2022-01-15,0,public_kaggle_churn_modelling
C004488,15614365,Lombardi,31,Masculino,Berlim,Alemanha,1000.0,150604.52,696,3,1,0,0,Moderado,2022-01-14,0,public_kaggle_churn_modelling
C004489,15776128,Hs?,44,Feminino,Paris,Franca,11155.99,155114.9,716,6,1,0,0,Moderado,2019-01-14,0,public_kaggle_churn_modelling
C004490,15787035,Anderson,35,Feminino,Paris,Franca,12736.96,0.0,602,8,2,1,1,Conservador,2017-01-13,0,public_kaggle_churn_modelling
C004491,15792646,Trentino,64,Feminino,Madrid,Espanha,3483.35,91216.0,647,1,1,1,1,Arrojado,2024-01-11,0,public_kaggle_churn_modelling
C004492,15726832,Donnelly,61,Masculino,Berlim,Alemanha,7671.15,141784.02,850,3,1,1,1,Arrojado,2022-01-10,0,public_kaggle_churn_modelling
C004493,15773260,Tsou,32,Feminino,Paris,Franca,8393.13,127763.24,590,0,1,1,0,Conservador,2025-01-08,0,public_kaggle_churn_modelling
C004494,15624437,Johnson,32,Feminino,Madrid,Espanha,3577.93,0.0,825,1,2,1,1,Moderado,2024-01-08,0,public_kaggle_churn_modelling
C004495,15717138,Watson,31,Masculino,Madrid,Espanha,12430.91,82613.56,850,6,2,1,0,Moderado,2019-01-08,0,public_kaggle_churn_modelling
C004496,15657317,Allan,32,Feminino,Paris,Franca,8958.28,69423.52,789,7,1,1,0,Moderado,2018-01-07,0,public_kaggle_churn_modelling
C004497,15626948,Butcher,42,Feminino,Paris,Franca,12778.53,86167.82,701,6,1,1,0,Moderado,2019-01-06,0,public_kaggle_churn_modelling
C004498,15758901,Henderson,47,Feminino,Madrid,Espanha,8985.42,0.0,713,1,1,1,0,Conservador,2024-01-04,1,public_kaggle_churn_modelling
C004499,15777759,Boucaut,30,Masculino,Paris,Franca,3996.04,131406.56,570,2,1,1,1,Moderado,2023-01-03,0,public_kaggle_churn_modelling
C004500,15773322,Obiajulu,44,Feminino,Berlim,Alemanha,10917.26,121898.82,536,4,1,0,0,Conservador,2021-01-02,0,public_kaggle_churn_modelling
C004501,15697318,Ifeatu,32,Masculino,Berlim,Alemanha,2761.92,77487.2,771,9,1,0,0,Moderado,2016-01-03,0,public_kaggle_churn_modelling
C004502,15678916,Kelly,75,Feminino,Paris,Franca,10275.38,0.0,512,2,1,1,0,Conservador,2022-12-31,0,public_kaggle_churn_modelling
C004503,15632118,Pirozzi,45,Masculino,Madrid,Espanha,11830.84,164450.94,698,5,1,1,0,Conservador,2019-12-31,1,public_kaggle_churn_modelling
C004504,15788118,Siciliano,33,Masculino,Paris,Franca,3094.68,138705.02,656,7,2,1,0,Moderado,2017-12-30,0,public_kaggle_churn_modelling
C004505,15788930,Silva,37,Masculino,Madrid,Espanha,16607.75,132730.17,761,7,1,1,0,Moderado,2017-12-29,0,public_kaggle_churn_modelling
C004506,15628583,Iweobiegbunam,30,Feminino,Paris,Franca,13449.02,0.0,709,5,2,0,1,Moderado,2019-12-28,0,public_kaggle_churn_modelling
C004507,15635177,Williamson,66,Feminino,Madrid,Espanha,5877.71,0.0,597,3,1,1,1,Conservador,2021-12-26,0,public_kaggle_churn_modelling
C004508,15587690,Madueke,28,Masculino,Paris,Franca,12024.19,116498.22,592,2,1,1,0,Conservador,2022-12-25,0,public_kaggle_churn_modelling
C004509,15627630,Chiagoziem,41,Feminino,Paris,Franca,8005.82,0.0,599,1,2,1,0,Conservador,2023-12-24,0,public_kaggle_churn_modelling
C004510,15610930,Kwemto,35,Feminino,Berlim,Alemanha,15471.9,139979.07,572,1,1,1,0,Conservador,2023-12-23,0,public_kaggle_churn_modelling
C004511,15657747,Zito,43,Feminino,Berlim,Alemanha,1492.77,127216.31,611,9,2,0,1,Moderado,2015-12-24,0,public_kaggle_churn_modelling
C004512,15568006,Ukaegbunam,45,Feminino,Paris,Franca,8419.96,0.0,634,2,4,1,0,Conservador,2022-12-21,1,public_kaggle_churn_modelling
C004513,15751748,Trevisani,51,Masculino,Paris,Franca,13079.46,148222.65,666,2,1,0,0,Conservador,2022-12-20,1,public_kaggle_churn_modelling
C004514,15722212,Edmondstone,41,Feminino,Paris,Franca,2356.4,0.0,696,8,2,0,0,Conservador,2016-12-20,0,public_kaggle_churn_modelling
C004515,15658670,Chien,38,Feminino,Paris,Franca,7004.1,0.0,669,8,2,1,0,Conservador,2016-12-19,0,public_kaggle_churn_modelling
C004516,15761654,Boni,30,Masculino,Madrid,Espanha,12318.54,134152.29,726,8,1,1,1,Arrojado,2016-12-18,0,public_kaggle_churn_modelling
C004517,15812210,Yashina,32,Feminino,Berlim,Alemanha,1000.0,111537.23,497,8,4,1,1,Conservador,2016-12-17,1,public_kaggle_churn_modelling
C004518,15787051,Georg,39,Feminino,Madrid,Espanha,7255.64,119565.92,750,7,1,1,0,Moderado,2017-12-16,0,public_kaggle_churn_modelling
C004519,15642991,Tung,29,Feminino,Madrid,Espanha,1936.44,0.0,850,7,2,1,0,Conservador,2017-12-15,0,public_kaggle_churn_modelling
C004520,15713769,Michelides,38,Masculino,Madrid,Espanha,2269.94,0.0,617,7,1,1,1,Conservador,2017-12-14,0,public_kaggle_churn_modelling
C004521,15605826,Korovina,46,Masculino,Berlim,Alemanha,12623.49,121063.8,652,10,3,1,0,Conservador,2014-12-14,1,public_kaggle_churn_modelling
C004522,15648898,Chuang,27,Feminino,Madrid,Espanha,9555.82,124995.98,560,7,1,1,1,Moderado,2017-12-12,0,public_kaggle_churn_modelling
C004523,15705309,Yuriev,39,Masculino,Madrid,Espanha,9729.01,0.0,629,5,2,0,0,Conservador,2019-12-11,0,public_kaggle_churn_modelling
C004524,15734202,Chidimma,52,Feminino,Berlim,Alemanha,7573.15,86891.84,660,4,1,1,0,Moderado,2020-12-09,0,public_kaggle_churn_modelling
C004525,15658852,Stevens,38,Masculino,Paris,Franca,11141.07,0.0,676,8,2,1,1,Moderado,2016-12-09,0,public_kaggle_churn_modelling
C004526,15612633,Kao,43,Masculino,Madrid,Espanha,2555.24,78022.61,581,9,1,0,1,Moderado,2015-12-09,0,public_kaggle_churn_modelling
C004527,15604818,Edmund la Touche,34,Masculino,Paris,Franca,15949.66,154495.79,798,9,1,1,0,Moderado,2015-12-08,0,public_kaggle_churn_modelling
C004528,15593900,Belousov,38,Masculino,Paris,Franca,8887.38,189443.72,705,1,1,0,1,Arrojado,2023-12-05,0,public_kaggle_churn_modelling
C004529,15624995,McCane,31,Feminino,Madrid,Espanha,4241.66,152926.6,714,6,1,1,1,Arrojado,2018-12-05,0,public_kaggle_churn_modelling
C004530,15570087,Parry-Okeden,44,Feminino,Paris,Franca,9621.04,142989.69,664,8,1,1,1,Moderado,2016-12-04,1,public_kaggle_churn_modelling
C004531,15802617,Hudson,43,Masculino,Berlim,Alemanha,5344.92,115371.94,697,7,2,1,0,Moderado,2017-12-03,0,public_kaggle_churn_modelling
C004532,15656029,Marsden,37,Masculino,Paris,Franca,1835.89,0.0,609,6,2,0,1,Conservador,2018-12-02,0,public_kaggle_churn_modelling
C004533,15739194,Manfrin,38,Masculino,Madrid,Espanha,3202.89,178056.54,548,0,2,1,0,Conservador,2024-11-29,0,public_kaggle_churn_modelling
C004534,15607275,Ch'ang,39,Masculino,Madrid,Espanha,3564.57,206014.94,850,6,2,0,1,Arrojado,2018-11-30,1,public_kaggle_churn_modelling
C004535,15629475,Clark,41,Masculino,Paris,Franca,13247.81,0.0,656,2,2,1,0,Conservador,2022-11-28,0,public_kaggle_churn_modelling
C004536,15635034,Aldrich,37,Masculino,Berlim,Alemanha,2879.28,101191.83,727,9,1,1,1,Moderado,2015-11-29,1,public_kaggle_churn_modelling
C004537,15756333,Khan,55,Feminino,Paris,Franca,8459.65,0.0,642,7,2,1,1,Moderado,2017-11-27,0,public_kaggle_churn_modelling
C004538,15777436,Murray,31,Feminino,Madrid,Espanha,1000.0,0.0,710,5,2,1,0,Conservador,2019-11-26,0,public_kaggle_churn_modelling
C004539,15676835,Anayolisa,33,Masculino,Madrid,Espanha,14026.1,0.0,710,1,2,1,0,Conservador,2023-11-24,0,public_kaggle_churn_modelling
C004540,15574206,Shillito,37,Feminino,Paris,Franca,4591.67,0.0,718,7,2,1,1,Moderado,2017-11-24,0,public_kaggle_churn_modelling
C004541,15613017,McMillan,32,Masculino,Berlim,Alemanha,2652.5,149814.54,586,1,1,1,0,Conservador,2023-11-22,0,public_kaggle_churn_modelling
C004542,15815131,Howells,36,Feminino,Madrid,Espanha,5959.95,115617.24,617,7,1,1,1,Moderado,2017-11-22,0,public_kaggle_churn_modelling
C004543,15585455,Stewart,28,Masculino,Paris,Franca,2716.61,0.0,630,9,2,0,0,Conservador,2015-11-22,0,public_kaggle_churn_modelling
C004544,15692929,Ikechukwu,42,Feminino,Berlim,Alemanha,11662.22,113657.41,791,10,2,0,1,Arrojado,2014-11-21,1,public_kaggle_churn_modelling
C004545,15758081,Repina,39,Masculino,Madrid,Espanha,9205.71,138160.0,673,8,1,1,1,Arrojado,2016-11-19,0,public_kaggle_churn_modelling
C004546,15667476,Cox,36,Feminino,Berlim,Alemanha,6170.17,117700.86,477,3,1,0,0,Conservador,2021-11-17,0,public_kaggle_churn_modelling
C004547,15738248,Lo,37,Feminino,Paris,Franca,12655.99,0.0,662,5,2,1,0,Conservador,2019-11-17,0,public_kaggle_churn_modelling
C004548,15672152,Grant,37,Masculino,Berlim,Alemanha,16641.15,122506.38,850,9,1,0,1,Arrojado,2015-11-17,1,public_kaggle_churn_modelling
C004549,15673372,Stevenson,58,Feminino,Paris,Franca,4908.92,0.0,635,1,1,1,1,Conservador,2023-11-14,1,public_kaggle_churn_modelling
C004550,15587611,Kauffmann,59,Masculino,Paris,Franca,8649.98,0.0,537,9,2,0,0,Conservador,2015-11-15,1,public_kaggle_churn_modelling
C004551,15803415,Samsonova,39,Feminino,Paris,Franca,7819.64,166501.17,579,3,2,1,0,Conservador,2021-11-12,0,public_kaggle_churn_modelling
C004552,15715673,Niu,46,Feminino,Madrid,Espanha,13035.46,89743.05,651,4,1,1,0,Conservador,2020-11-11,1,public_kaggle_churn_modelling
C004553,15655648,Bock,25,Feminino,Paris,Franca,10310.32,0.0,610,2,2,1,0,Conservador,2022-11-10,0,public_kaggle_churn_modelling
C004554,15763613,Barlow,30,Masculino,Paris,Franca,16622.01,0.0,581,1,2,1,0,Conservador,2023-11-09,0,public_kaggle_churn_modelling
C004555,15660385,Stevenson,39,Masculino,Paris,Franca,6923.69,0.0,592,7,2,1,0,Conservador,2017-11-09,0,public_kaggle_churn_modelling
C004556,15733261,Kung,35,Feminino,Madrid,Espanha,2124.04,0.0,688,6,1,1,0,Conservador,2018-11-08,1,public_kaggle_churn_modelling
C004557,15796231,Nwankwo,18,Feminino,Paris,Franca,1000.0,98894.39,681,1,1,1,1,Arrojado,2023-11-06,0,public_kaggle_churn_modelling
C004558,15624866,Brewer,37,Masculino,Berlim,Alemanha,5864.19,168735.74,658,3,2,0,0,Moderado,2021-11-05,0,public_kaggle_churn_modelling
C004559,15623730,Ch'iu,34,Masculino,Paris,Franca,7194.19,0.0,792,1,1,0,1,Moderado,2023-11-04,0,public_kaggle_churn_modelling
C004560,15668248,Quinn,62,Feminino,Berlim,Alemanha,14042.31,133201.17,528,7,1,0,0,Conservador,2017-11-04,1,public_kaggle_churn_modelling
C004561,15694518,Kodilinyechukwu,36,Feminino,Madrid,Espanha,9300.49,0.0,624,0,2,1,0,Conservador,2024-11-01,0,public_kaggle_churn_modelling
C004562,15638028,Ifeanyichukwu,31,Masculino,Berlim,Alemanha,11943.12,127237.25,562,4,2,0,1,Moderado,2020-11-01,0,public_kaggle_churn_modelling
C004563,15795895,Yermakova,36,Masculino,Berlim,Alemanha,2301.59,117864.85,678,1,2,1,0,Moderado,2023-10-31,0,public_kaggle_churn_modelling
C004564,15694376,Sullivan,64,Feminino,Berlim,Alemanha,12214.47,153469.26,705,3,3,0,0,Conservador,2021-10-30,1,public_kaggle_churn_modelling
C004565,15669204,Grant,23,Masculino,Berlim,Alemanha,5754.62,93911.3,650,4,2,1,0,Moderado,2020-10-29,0,public_kaggle_churn_modelling
